ts,pair_id,side,edge_raw,queueAhead,A_filled,A_ttf,A_reason,B_filled,B_ttf,B_reason,diff_filled,latency_ms
2026-01-22T14:59:32.698Z,213,BUY_PM,-0.7497,69,false,1690,EDGE_LOW,false,1000,EDGE_LOW,0,826
2026-01-22T14:59:35.463Z,213,BUY_PM,-0.7497,76,false,1760,EDGE_LOW,false,1000,EDGE_LOW,0,756
2026-01-22T14:59:38.244Z,213,BUY_PM,-0.7497,83,false,1830,EDGE_LOW,false,1000,EDGE_LOW,0,779
2026-01-22T14:59:41.783Z,213,BUY_PM,-0.7497,90,false,1900,EDGE_LOW,false,1000,EDGE_LOW,0,1524
2026-01-22T14:59:44.763Z,213,BUY_PM,-0.7497,97,false,1970,EDGE_LOW,false,1000,EDGE_LOW,0,974
2026-01-22T14:59:47.562Z,213,BUY_PM,-0.7497,104,false,2040,EDGE_LOW,false,1000,EDGE_LOW,0,785
2026-01-22T14:59:50.457Z,213,BUY_PM,-0.7497,111,false,2110,EDGE_LOW,false,1000,EDGE_LOW,0,881
2026-01-22T14:59:53.251Z,213,BUY_PM,-0.7497,118,false,2180,EDGE_LOW,false,1000,EDGE_LOW,0,782
2026-01-22T14:59:57.557Z,213,BUY_PM,-0.7497,125,false,2250,EDGE_LOW,false,1000,EDGE_LOW,0,2301
2026-01-22T15:00:00.324Z,213,BUY_PM,-0.7497,132,false,2320,EDGE_LOW,false,1000,EDGE_LOW,0,761
2026-01-22T15:00:03.669Z,213,BUY_PM,-0.7497,139,false,2390,EDGE_LOW,false,1000,EDGE_LOW,0,1336
2026-01-22T15:00:07.408Z,213,BUY_PM,-0.7497,146,false,2460,EDGE_LOW,false,1000,EDGE_LOW,0,1735
2026-01-22T15:00:10.300Z,213,BUY_PM,-0.7497,153,false,2530,EDGE_LOW,false,1000,EDGE_LOW,0,885
2026-01-22T15:00:13.057Z,213,BUY_PM,-0.7497,160,false,2600,EDGE_LOW,false,1000,EDGE_LOW,0,747
2026-01-22T15:00:16.579Z,213,BUY_PM,-0.7497,167,false,2670,EDGE_LOW,false,1000,EDGE_LOW,0,1510
2026-01-22T15:00:19.323Z,213,BUY_PM,-0.7497,174,false,2740,EDGE_LOW,false,1000,EDGE_LOW,0,740
2026-01-22T15:00:22.356Z,213,BUY_PM,-0.7497,181,false,2810,EDGE_LOW,false,1000,EDGE_LOW,0,1019
2026-01-22T15:00:25.192Z,213,BUY_PM,-0.7497,188,false,2880,EDGE_LOW,false,1000,EDGE_LOW,0,828
2026-01-22T15:00:28.760Z,213,BUY_PM,-0.7497,195,false,2950,EDGE_LOW,false,1000,EDGE_LOW,0,1561
2026-01-22T15:00:31.963Z,213,BUY_PM,-0.7497,202,false,3020,EDGE_LOW,false,1000,EDGE_LOW,0,1190
2026-01-22T15:00:34.707Z,213,BUY_PM,-0.7497,209,false,3090,EDGE_LOW,false,1000,EDGE_LOW,0,738
2026-01-22T15:00:37.544Z,213,BUY_PM,-0.7497,216,false,3160,EDGE_LOW,false,1000,EDGE_LOW,0,825
2026-01-22T15:00:40.391Z,213,BUY_PM,-0.7497,223,false,3230,EDGE_LOW,false,1000,EDGE_LOW,0,832
2026-01-22T15:00:43.240Z,213,BUY_PM,-0.7497,230,false,3300,EDGE_LOW,false,1000,EDGE_LOW,0,840
2026-01-22T15:00:46.046Z,213,BUY_PM,-0.7497,237,false,3370,EDGE_LOW,false,1000,EDGE_LOW,0,801
2026-01-22T15:00:48.875Z,213,BUY_PM,-0.7497,244,false,3440,EDGE_LOW,false,1000,EDGE_LOW,0,823
2026-01-22T15:00:51.668Z,213,BUY_PM,-0.7497,251,false,3510,EDGE_LOW,false,1000,EDGE_LOW,0,780
2026-01-22T15:00:54.742Z,213,BUY_PM,-0.7497,258,false,3580,EDGE_LOW,false,1000,EDGE_LOW,0,1071
2026-01-22T15:00:57.486Z,213,BUY_PM,-0.7497,265,false,3650,EDGE_LOW,false,1000,EDGE_LOW,0,741
2026-01-22T15:01:00.254Z,213,BUY_PM,-0.7497,272,false,3720,EDGE_LOW,false,1000,EDGE_LOW,0,756
